"Type","Group","Class","Count","Template","Sample1","Sample2","Sample3"
"TITLE_TEMPLATE","165","업체상세","4","loc loc x 가격 운영시간 문의 정보 brand","shops/seoul/guro-gu/가리봉동/너무이쁜테라피/index.html || 구로구 가리봉동 너무이쁜테라피 | 가격·운영시간·문의 정보 | 몽라운지","shops/other/daejeon/seo-gu/용문동/24시미녀테라피/index.html || 서구 용문동 24시미녀테라피 | 가격·운영시간·문의 정보 | 몽라운지","shops/other/daegu/buk-gu/관음동/대구테라피/index.html || 북구 관음동 대구테라피 | 가격·운영시간·문의 정보 | 몽라운지"
"TITLE_TEMPLATE","166","업체상세","4","x loc loc 코스시간 가격 확인 brand","shops/seoul/guro-gu/신도림동/너무이쁜테라피/index.html || 너무이쁜테라피 구로구 신도림동 | 코스시간·가격 확인 | 몽라운지","shops/gyeonggi/yeoju/세종대왕면/너무이쁜테라피/index.html || 너무이쁜테라피 여주시 세종대왕면 | 코스시간·가격 확인 | 몽라운지","shops/other/daejeon/seo-gu/도마동/24시미녀테라피/index.html || 24시미녀테라피 서구 도마동 | 코스시간·가격 확인 | 몽라운지"
"TITLE_TEMPLATE","167","업체상세","4","x 아산 x 이용정보 가격 전화 문자 문의 brand","shops/other/asan/배방읍/한국미인테라피/index.html || 한국미인테라피 아산 배방읍 이용정보 | 가격·전화·문자 문의 | 몽라운지","shops/other/asan/선장면/한국미인테라피/index.html || 한국미인테라피 아산 선장면 이용정보 | 가격·전화·문자 문의 | 몽라운지","shops/other/asan/영인면/한국미인테라피/index.html || 한국미인테라피 아산 영인면 이용정보 | 가격·전화·문자 문의 | 몽라운지"
"TITLE_TEMPLATE","168","지역SEO","4","loc kw loc loc 생활권 비교 brand","massage/낙성대동-출장마사지-관악구-생활권-이동동선-지역정보-이용전-안내/index.html || 낙성대동 출장마사지 | 난곡동·난향동 생활권 비교 | 몽라운지","massage/원종동-출장마사지-부천시-오정구-생활권-이동동선-지역정보-이용전-안내/index.html || 원종동 출장마사지 | 신흥동·오정동 생활권 비교 | 몽라운지","massage/고등동-출장마사지-성남시-수정구-생활권-이동동선-지역정보-이용전-안내/index.html || 고등동 출장마사지 | 단대동·복정동 생활권 비교 | 몽라운지"
"TITLE_TEMPLATE","169","지역SEO","4","loc kw 지역안내 loc loc loc 인접 지역정보 brand","massage/신장동-출장마사지-하남시-생활권-이동동선-지역정보-이용전-안내/index.html || 신장동 출장마사지 지역안내 | 덕풍동·미사동·위례동 인접 지역정보 | 몽라운지","massage/주교동-출장마사지-고양시-덕양구-생활권-이동동선-지역정보-이용전-안내/index.html || 주교동 출장마사지 지역안내 | 성사동·원신동·창릉동 인접 지역정보 | 몽라운지","massage/송내동-출장마사지-부천시-소사구-생활권-이동동선-지역정보-이용전-안내/index.html || 송내동 출장마사지 지역안내 | 범박동·소사본동·심곡본동 인접 지역정보 | 몽라운지"
"TITLE_TEMPLATE","170","지역SEO","4","loc 위치 생활권 안내 loc loc 생활권 정보 brand","massage/통복동-출장마사지-평택시-생활권-이동동선-지역정보-이용전-안내/index.html || 통복동 위치·생활권 안내 | 중앙동·지산동 생활권 정보 | 몽라운지","massage/행운동-출장마사지-관악구-생활권-이동동선-지역정보-이용전-안내/index.html || 행운동 위치·생활권 안내 | 청룡동·청림동 생활권 정보 | 몽라운지","massage/호매실동-출장마사지-수원시-권선구-생활권-이동동선-지역정보-이용전-안내/index.html || 호매실동 위치·생활권 안내 | 입북동·평동 생활권 정보 | 몽라운지"
"TITLE_TEMPLATE","171","업체상세","4","loc loc x 상세 안내 운영시간 문의 brand","shops/seoul/guro-gu/신도림동/한국미인테라피/index.html || 구로구 신도림동 한국미인테라피 상세 안내 | 운영시간·문의 | 몽라운지","shops/other/gwangju/nam-gu/양림동/나비테라피/index.html || 남구 양림동 나비테라피 상세 안내 | 운영시간·문의 | 몽라운지","shops/other/gwangju/buk-gu/건국동/나비테라피/index.html || 북구 건국동 나비테라피 상세 안내 | 운영시간·문의 | 몽라운지"
"TITLE_TEMPLATE","172","지역SEO","4","loc 위치 안내 loc loc loc 지역 이용정보 brand","massage/인헌동-출장마사지-관악구-생활권-이동동선-지역정보-이용전-안내/index.html || 인헌동 위치 안내 | 신원동·은천동·조원동 지역 이용정보 | 몽라운지","massage/성당동-출장마사지-대구-달서구-생활권-이동동선-지역정보-이용전-안내/index.html || 성당동 위치 안내 | 본리동·상인동·송현동 지역 이용정보 | 몽라운지","massage/농성동-출장마사지-광주-서구-생활권-이동동선-지역정보-이용전-안내/index.html || 농성동 위치 안내 | 광천동·금호동·동천동 지역 이용정보 | 몽라운지"
"TITLE_TEMPLATE","173","업체상세","4","천안 x x 영업시간과 코스 구성 brand","shops/other/cheonan/dongnam-gu/불당동/한국미인테라피/index.html || 천안 불당동 한국미인테라피 | 영업시간과 코스 구성 | 몽라운지","shops/other/cheonan/dongnam-gu/성환읍/love테라피/index.html || 천안 성환읍 love테라피 | 영업시간과 코스 구성 | 몽라운지","shops/other/cheonan/dongnam-gu/입장면/love테라피/index.html || 천안 입장면 love테라피 | 영업시간과 코스 구성 | 몽라운지"
"TITLE_TEMPLATE","174","지역SEO","4","loc 이용 전 지역정보 loc loc loc 인접 생활권 brand","massage/성거읍-출장마사지-천안-서북구-생활권-지역정보-이용안내/index.html || 성거읍 이용 전 지역정보 | 성환읍·입장면·직산읍 인접 생활권 | 몽라운지","massage/수궁동-출장마사지-구로구-생활권-이동동선-지역정보-이용전-안내/index.html || 수궁동 이용 전 지역정보 | 고척동·구로동·신도림동 인접 생활권 | 몽라운지","massage/고성동-출장마사지-대구-북구-생활권-이동동선-지역정보-이용전-안내/index.html || 고성동 이용 전 지역정보 | 검단동·관문동·관음동 인접 생활권 | 몽라운지"
"TITLE_TEMPLATE","175","지역SEO","4","loc kw 지역안내 loc loc loc 생활권 비교 brand","massage/도마동-출장마사지-대전-서구-생활권-이동동선-지역정보-이용전-안내/index.html || 도마동 출장마사지 지역안내 | 기성동·내동·도안동 생활권 비교 | 몽라운지","massage/석교동-출장마사지-대전-중구-생활권-이동동선-지역정보-이용전-안내/index.html || 석교동 출장마사지 지역안내 | 부사동·산성동·오류동 생활권 비교 | 몽라운지","massage/사직동-출장마사지-청주-서원구-생활권-이동동선-지역정보-이용전-안내/index.html || 사직동 출장마사지 지역안내 | 모충동·분평동·사창동 생활권 비교 | 몽라운지"
"TITLE_TEMPLATE","176","지역SEO","4","loc 주변 지역 안내 loc loc loc 지역 이용정보 brand","massage/일신동-출장마사지-부평구-생활권-이동동선-지역정보-이용전-안내/index.html || 일신동 주변 지역 안내 | 삼산동·십정동·청천동 지역 이용정보 | 몽라운지","massage/운남동-출장마사지-광주-광산구-생활권-이동동선-지역정보-이용전-안내/index.html || 운남동 주변 지역 안내 | 어룡동·우산동·월곡동 지역 이용정보 | 몽라운지","massage/산성동-출장마사지-성남시-수정구-생활권-이동동선-지역정보-이용전-안내/index.html || 산성동 주변 지역 안내 | 단대동·복정동·수진동 지역 이용정보 | 몽라운지"
"TITLE_TEMPLATE","177","지역SEO","4","loc 이용 전 지역정보 loc loc 인접 생활권 brand","massage/월계동-출장마사지-노원구-생활권-이동동선-지역정보-이용전-안내/index.html || 월계동 이용 전 지역정보 | 상계동·중계동 인접 생활권 | 몽라운지","massage/도원동-출장마사지-대구-달서구-생활권-이동동선-지역정보-이용전-안내/index.html || 도원동 이용 전 지역정보 | 감삼동·두류동 인접 생활권 | 몽라운지","massage/태전동-출장마사지-대구-북구-생활권-이동동선-지역정보-이용전-안내/index.html || 태전동 이용 전 지역정보 | 칠성동·침산동 인접 생활권 | 몽라운지"
"TITLE_TEMPLATE","178","업체상세","4","loc loc x 코스 가격 운영정보 brand","shops/other/daegu/seo-gu/원대동/대구테라피/index.html || 서구 원대동 대구테라피 | 코스·가격·운영정보 | 몽라운지","shops/other/daegu/suseong-gu/수성4가동/대구테라피/index.html || 수성구 수성4가동 대구테라피 | 코스·가격·운영정보 | 몽라운지","shops/other/gwangju/buk-gu/석곡동/나비테라피/index.html || 북구 석곡동 나비테라피 | 코스·가격·운영정보 | 몽라운지"
"TITLE_TEMPLATE","179","지역SEO","4","loc kw loc loc loc 주변 위치 brand","massage/중앙동-출장마사지-오산시-생활권-이동동선-지역정보-이용전-안내/index.html || 중앙동 출장마사지 | 세마동·신장동·초평동 주변 위치 | 몽라운지","massage/대신동-출장마사지-대구-중구-생활권-이동동선-지역정보-이용전-안내/index.html || 대신동 출장마사지 | 남산동·대봉동·동인동 주변 위치 | 몽라운지","massage/우산동-출장마사지-광주-북구-생활권-이동동선-지역정보-이용전-안내/index.html || 우산동 출장마사지 | 오치동·용봉동·운암동 주변 위치 | 몽라운지"
"TITLE_TEMPLATE","180","지역SEO","4","loc 생활권 안내 loc loc 위치 loc 범위 brand","massage/양주동-출장마사지-양주시-생활권-이동동선-지역정보-이용전-안내/index.html || 양주동 생활권 안내 | 옥정동·회천동 위치·이동 범위 | 몽라운지","massage/옥산면-출장마사지-청주-흥덕구-생활권-지역정보-이용안내/index.html || 옥산면 생활권 안내 | 강내면·오송읍 위치·이동 범위 | 몽라운지","massage/개항동-출장마사지-제물포구-생활권-이동동선-지역정보-이용전-안내/index.html || 개항동 생활권 안내 | 금창동·도원동 위치·이동 범위 | 몽라운지"
"TITLE_TEMPLATE","181","지역SEO","4","loc kw loc loc 주변 생활권 brand","massage/이화동-출장마사지-종로구-생활권-이동동선-지역정보-이용전-안내/index.html || 이화동 출장마사지 | 삼청동·숭인동 주변 생활권 | 몽라운지","massage/남산동-출장마사지-대구-중구-생활권-이동동선-지역정보-이용전-안내/index.html || 남산동 출장마사지 | 대봉동·대신동 주변 생활권 | 몽라운지","massage/효덕동-출장마사지-광주-남구-생활권-이동동선-지역정보-이용전-안내/index.html || 효덕동 출장마사지 | 주월동·진월동 주변 생활권 | 몽라운지"
"TITLE_TEMPLATE","182","지역SEO","4","loc 지역 가이드 loc loc loc loc 동선 brand","massage/군내면-출장마사지-포천시-생활권-지역정보-이용안내/index.html || 군내면 지역 가이드 | 가산면·관인면·내촌면 이동 동선 | 몽라운지","massage/일원동-출장마사지-강남구-생활권-이동동선-지역정보-이용전-안내/index.html || 일원동 지역 가이드 | 압구정동·역삼동·일원본동 이동 동선 | 몽라운지","massage/단대동-출장마사지-성남시-수정구-생활권-이동동선-지역정보-이용전-안내/index.html || 단대동 지역 가이드 | 고등동·복정동·산성동 이동 동선 | 몽라운지"
"TITLE_TEMPLATE","183","지역SEO","4","loc 위치 생활권 안내 loc loc loc 지역 이용정보 brand","massage/장곡동-출장마사지-시흥시-생활권-이동동선-지역정보-이용전-안내/index.html || 장곡동 위치·생활권 안내 | 월곶동·은행동·정왕동 지역 이용정보 | 몽라운지","massage/백령면-출장마사지-인천-옹진군-생활권-지역정보-이용안내/index.html || 백령면 위치·생활권 안내 | 대청면·덕적면·북도면 지역 이용정보 | 몽라운지","massage/광덕면-출장마사지-천안-동남구-생활권-지역정보-이용안내/index.html || 광덕면 위치·생활권 안내 | 동면·목천읍·병천면 지역 이용정보 | 몽라운지"
"TITLE_TEMPLATE","184","지역SEO","4","loc 이용 전 지역정보 loc loc 주변 생활권 brand","massage/흑석동-출장마사지-동작구-생활권-이동동선-지역정보-이용전-안내/index.html || 흑석동 이용 전 지역정보 | 상도동·신대방동 주변 생활권 | 몽라운지","massage/문학동-출장마사지-미추홀구-생활권-이동동선-지역정보-이용전-안내/index.html || 문학동 이용 전 지역정보 | 도화동·숭의동 주변 생활권 | 몽라운지","massage/운서동-출장마사지-영종구-생활권-이동동선-지역정보-이용전-안내/index.html || 운서동 이용 전 지역정보 | 영종동·용유동 주변 생활권 | 몽라운지"
"TITLE_TEMPLATE","185","업체상세","4","x loc loc 이용 전 확인정보 brand","shops/other/daejeon/seo-gu/갈마동/24시미녀테라피/index.html || 24시미녀테라피 | 서구 갈마동 이용 전 확인정보 | 몽라운지","shops/other/daegu/gunwi-gun/삼국유사면/대구테라피/index.html || 대구테라피 | 군위군 삼국유사면 이용 전 확인정보 | 몽라운지","shops/other/daegu/buk-gu/대현동/대구테라피/index.html || 대구테라피 | 북구 대현동 이용 전 확인정보 | 몽라운지"
"TITLE_TEMPLATE","186","지역SEO","4","loc kw 지역안내 loc loc 주변 생활권 brand","massage/공산동-출장마사지-대구-동구-생활권-이동동선-지역정보-이용전-안내/index.html || 공산동 출장마사지 지역안내 | 도평동·동촌동 주변 생활권 | 몽라운지","massage/봉덕동-출장마사지-대구-남구-생활권-이동동선-지역정보-이용전-안내/index.html || 봉덕동 출장마사지 지역안내 | 대명동·이천동 주변 생활권 | 몽라운지","massage/노송동-출장마사지-전주-완산구-생활권-이동동선-지역정보-이용전-안내/index.html || 노송동 출장마사지 지역안내 | 동서학동·삼천동 주변 생활권 | 몽라운지"
"TITLE_TEMPLATE","187","지역SEO","4","loc 위치 생활권 안내 loc loc 주변 생활권 brand","massage/화양동-출장마사지-광진구-생활권-이동동선-지역정보-이용전-안내/index.html || 화양동 위치·생활권 안내 | 자양동·중곡동 주변 생활권 | 몽라운지","massage/잠원동-출장마사지-서초구-생활권-이동동선-지역정보-이용전-안내/index.html || 잠원동 위치·생활권 안내 | 서초동·양재동 주변 생활권 | 몽라운지","massage/신월동-출장마사지-양천구-생활권-이동동선-지역정보-이용전-안내/index.html || 신월동 위치·생활권 안내 | 목동·신정동 주변 생활권 | 몽라운지"
"TITLE_TEMPLATE","188","지역SEO","4","loc 지역정보 loc loc loc 생활권 비교 brand","massage/설성면-출장마사지-이천시-생활권-지역정보-이용안내/index.html || 설성면 지역정보 | 대월면·마장면·모가면 생활권 비교 | 몽라운지","massage/가좌동-출장마사지-서해구-생활권-이동동선-지역정보-이용전-안내/index.html || 가좌동 지역정보 | 가정동·검암경서동·석남동 생활권 비교 | 몽라운지","massage/서신동-출장마사지-전주-완산구-생활권-이동동선-지역정보-이용전-안내/index.html || 서신동 지역정보 | 삼천동·서서학동·완산동 생활권 비교 | 몽라운지"
"TITLE_TEMPLATE","189","지역SEO","3","loc 위치 생활권 안내 loc loc 주변 위치 brand","massage/중계본동-출장마사지-노원구-생활권-이동동선-지역정보-이용전-안내/index.html || 중계본동 위치·생활권 안내 | 중계동·하계동 주변 위치 | 몽라운지","massage/주안동-출장마사지-미추홀구-생활권-이동동선-지역정보-이용전-안내/index.html || 주안동 위치·생활권 안내 | 용현동·학익동 주변 위치 | 몽라운지","massage/송죽동-출장마사지-수원시-장안구-생활권-이동동선-지역정보-이용전-안내/index.html || 송죽동 위치·생활권 안내 | 연무동·영화동 주변 위치 | 몽라운지"
"TITLE_TEMPLATE","190","지역SEO","3","loc kw 이용정보 loc loc 가까운 지역 brand","massage/오학동-출장마사지-여주시-생활권-이동동선-지역정보-이용전-안내/index.html || 오학동 출장마사지 이용정보 | 여흥동·중앙동 가까운 지역 | 몽라운지","massage/학운동-출장마사지-광주-동구-생활권-이동동선-지역정보-이용전-안내/index.html || 학운동 출장마사지 이용정보 | 충장동·학동 가까운 지역 | 몽라운지","massage/화산동-출장마사지-화성시-병점구-생활권-이동동선-지역정보-이용전-안내/index.html || 화산동 출장마사지 이용정보 | 병점동·진안동 가까운 지역 | 몽라운지"
"TITLE_TEMPLATE","191","지역SEO","3","loc 주변 지역 안내 loc loc loc 생활권 정보 brand","massage/공항동-출장마사지-강서구-생활권-이동동선-지역정보-이용전-안내/index.html || 공항동 주변 지역 안내 | 가양동·등촌동·발산동 생활권 정보 | 몽라운지","massage/대봉동-출장마사지-대구-중구-생활권-이동동선-지역정보-이용전-안내/index.html || 대봉동 주변 지역 안내 | 남산동·대신동·동인동 생활권 정보 | 몽라운지","massage/원미동-출장마사지-부천시-원미구-생활권-이동동선-지역정보-이용전-안내/index.html || 원미동 주변 지역 안내 | 약대동·역곡동·중동 생활권 정보 | 몽라운지"
"TITLE_TEMPLATE","192","지역SEO","3","loc 주변 지역 안내 loc loc loc 동선 brand","massage/합정동-출장마사지-마포구-생활권-이동동선-지역정보-이용전-안내/index.html || 합정동 주변 지역 안내 | 염리동·용강동 이동 동선 | 몽라운지","massage/경화동-출장마사지-창원-진해구-생활권-이동동선-지역정보-이용전-안내/index.html || 경화동 주변 지역 안내 | 덕산동·병암동 이동 동선 | 몽라운지","massage/고강동-출장마사지-부천시-오정구-생활권-이동동선-지역정보-이용전-안내/index.html || 고강동 주변 지역 안내 | 고강본동·성곡동 이동 동선 | 몽라운지"
"TITLE_TEMPLATE","193","지역SEO","3","loc 지역 이용 가이드 loc loc loc 위치 loc 범위 brand","massage/직산읍-출장마사지-천안-서북구-생활권-지역정보-이용안내/index.html || 직산읍 지역 이용 가이드 | 성거읍·성환읍·입장면 위치·이동 범위 | 몽라운지","massage/효자동-출장마사지-고양시-덕양구-생활권-이동동선-지역정보-이용전-안내/index.html || 효자동 지역 이용 가이드 | 화전동·화정동·흥도동 위치·이동 범위 | 몽라운지","massage/삼죽면-출장마사지-안성시-생활권-지역정보-이용안내/index.html || 삼죽면 지역 이용 가이드 | 고삼면·공도읍·금광면 위치·이동 범위 | 몽라운지"
"TITLE_TEMPLATE","194","지역SEO","3","loc 지역 가이드 loc loc 위치 loc 범위 brand","massage/교하동-출장마사지-파주시-생활권-이동동선-지역정보-이용전-안내/index.html || 교하동 지역 가이드 | 금촌동·운정동 위치·이동 범위 | 몽라운지","massage/황금동-출장마사지-대구-수성구-생활권-이동동선-지역정보-이용전-안내/index.html || 황금동 지역 가이드 | 지산동·파동 위치·이동 범위 | 몽라운지","massage/금암동-출장마사지-전주-덕진구-생활권-이동동선-지역정보-이용전-안내/index.html || 금암동 지역 가이드 | 덕진동·송천동 위치·이동 범위 | 몽라운지"
"TITLE_TEMPLATE","195","지역SEO","3","loc 지역 가이드 loc loc loc 주변 위치 brand","massage/증포동-출장마사지-이천시-생활권-이동동선-지역정보-이용전-안내/index.html || 증포동 지역 가이드 | 관고동·중리동·창전동 주변 위치 | 몽라운지","massage/신대방동-출장마사지-동작구-생활권-이동동선-지역정보-이용전-안내/index.html || 신대방동 지역 가이드 | 사당동·상도동·흑석동 주변 위치 | 몽라운지","massage/금곡동-출장마사지-성남시-분당구-생활권-이동동선-지역정보-이용전-안내/index.html || 금곡동 지역 가이드 | 구미동·백현동·분당동 주변 위치 | 몽라운지"
"TITLE_TEMPLATE","196","지역SEO","3","loc kw loc loc loc loc 동선 brand","massage/풍세면-출장마사지-천안-동남구-생활권-지역정보-이용안내/index.html || 풍세면 출장마사지 | 광덕면·동면·목천읍 이동 동선 | 몽라운지","massage/녹번동-출장마사지-은평구-생활권-이동동선-지역정보-이용전-안내/index.html || 녹번동 출장마사지 | 갈현동·구산동·대조동 이동 동선 | 몽라운지","massage/완월동-출장마사지-창원-마산합포구-생활권-이동동선-지역정보-이용전-안내/index.html || 완월동 출장마사지 | 산호동·오동동·월영동 이동 동선 | 몽라운지"
"TITLE_TEMPLATE","197","지역SEO","3","loc 이용 전 지역정보 loc loc 위치 loc 범위 brand","massage/가산동-출장마사지-금천구-생활권-이동동선-지역정보-이용전-안내/index.html || 가산동 이용 전 지역정보 | 독산동·시흥동 위치·이동 범위 | 몽라운지","massage/답십리동-출장마사지-동대문구-생활권-이동동선-지역정보-이용전-안내/index.html || 답십리동 이용 전 지역정보 | 신설동·용두동 위치·이동 범위 | 몽라운지","massage/호수동-출장마사지-안산시-단원구-생활권-이동동선-지역정보-이용전-안내/index.html || 호수동 이용 전 지역정보 | 중앙동·초지동 위치·이동 범위 | 몽라운지"
"TITLE_TEMPLATE","198","지역SEO","3","loc kw 이용정보 loc loc 주변 위치 brand","massage/감북동-출장마사지-하남시-생활권-이동동선-지역정보-이용전-안내/index.html || 감북동 출장마사지 이용정보 | 감일동·덕풍동 주변 위치 | 몽라운지","massage/명곡동-출장마사지-창원-의창구-생활권-이동동선-지역정보-이용전-안내/index.html || 명곡동 출장마사지 이용정보 | 봉림동·의창동 주변 위치 | 몽라운지","massage/개정동-출장마사지-군산-생활권-이동동선-지역정보-이용전-안내/index.html || 개정동 출장마사지 이용정보 | 경암동·구암동 주변 위치 | 몽라운지"
"TITLE_TEMPLATE","199","지역SEO","3","x kw loc loc loc 생활권 정보 brand","massage/영인면-출장마사지-아산-생활권-지역정보-이용안내/index.html || 영인면 출장마사지 | 도고면·둔포면·배방읍 생활권 정보 | 몽라운지","massage/신동-출장마사지-익산-생활권-이동동선-지역정보-이용전-안내/index.html || 신동 출장마사지 | 삼성동·송학동·어양동 생활권 정보 | 몽라운지","massage/중면-출장마사지-연천군-생활권-지역정보-이용안내/index.html || 중면 출장마사지 | 군남면·미산면·백학면 생활권 정보 | 몽라운지"
"TITLE_TEMPLATE","200","지역SEO","3","loc 생활권 정보 loc loc loc 가까운 지역 brand","massage/연안동-출장마사지-제물포구-생활권-이동동선-지역정보-이용전-안내/index.html || 연안동 생활권 정보 | 신포동·신흥동·율목동 가까운 지역 | 몽라운지","massage/복대동-출장마사지-청주-흥덕구-생활권-이동동선-지역정보-이용전-안내/index.html || 복대동 생활권 정보 | 가경동·강서동·봉명동 가까운 지역 | 몽라운지","massage/반월중앙동-출장마사지-창원-마산합포구-생활권-이동동선-지역정보-이용전-안내/index.html || 반월중앙동 생활권 정보 | 교방동·문화동·산호동 가까운 지역 | 몽라운지"
"TITLE_TEMPLATE","201","업체상세","3","x 천안 x 코스와 영업시간 안내 brand","shops/other/cheonan/dongnam-gu/광덕면/love테라피/index.html || love테라피 | 천안 광덕면 코스와 영업시간 안내 | 몽라운지","shops/other/cheonan/dongnam-gu/부성동/한국미인테라피/index.html || 한국미인테라피 | 천안 부성동 코스와 영업시간 안내 | 몽라운지","shops/other/cheonan/dongnam-gu/중앙동/한국미인테라피/index.html || 한국미인테라피 | 천안 중앙동 코스와 영업시간 안내 | 몽라운지"
"TITLE_TEMPLATE","202","업체상세","3","x 천안 x kw 코스 가격 안내 brand","shops/other/cheonan/dongnam-gu/동면/love테라피/index.html || love테라피 천안 동면 출장마사지 | 코스·가격 안내 | 몽라운지","shops/other/cheonan/dongnam-gu/백석동/한국미인테라피/index.html || 한국미인테라피 천안 백석동 출장마사지 | 코스·가격 안내 | 몽라운지","shops/other/cheonan/dongnam-gu/성거읍/love테라피/index.html || love테라피 천안 성거읍 출장마사지 | 코스·가격 안내 | 몽라운지"
"TITLE_TEMPLATE","203","업체상세","3","익산 x x 상세 안내 운영시간 문의 brand","shops/other/iksan/송학동/상큼테라피/index.html || 익산 송학동 상큼테라피 상세 안내 | 운영시간·문의 | 몽라운지","shops/other/iksan/영등동/상큼테라피/index.html || 익산 영등동 상큼테라피 상세 안내 | 운영시간·문의 | 몽라운지","shops/other/iksan/웅포면/상큼테라피/index.html || 익산 웅포면 상큼테라피 상세 안내 | 운영시간·문의 | 몽라운지"
"TITLE_TEMPLATE","204","지역SEO","3","x 지역 가이드 loc loc loc 생활권 정보 brand","massage/법동-출장마사지-대전-대덕구-생활권-이동동선-지역정보-이용전-안내/index.html || 법동 지역 가이드 | 덕암동·목상동·비래동 생활권 정보 | 몽라운지","massage/학동-출장마사지-광주-동구-생활권-이동동선-지역정보-이용전-안내/index.html || 학동 지역 가이드 | 지원동·충장동·학운동 생활권 정보 | 몽라운지","massage/이동-출장마사지-안산시-상록구-생활권-이동동선-지역정보-이용전-안내/index.html || 이동 지역 가이드 | 안산동·월피동·일동 생활권 정보 | 몽라운지"
"TITLE_TEMPLATE","205","지역SEO","3","loc 생활권 안내 loc loc 가까운 지역 brand","massage/도화동-출장마사지-미추홀구-생활권-이동동선-지역정보-이용전-안내/index.html || 도화동 생활권 안내 | 관교동·문학동 가까운 지역 | 몽라운지","massage/금학동-출장마사지-공주-생활권-이동동선-지역정보-이용전-안내/index.html || 금학동 생활권 안내 | 신관동·옥룡동 가까운 지역 | 몽라운지","massage/건국동-출장마사지-광주-북구-생활권-이동동선-지역정보-이용전-안내/index.html || 건국동 생활권 안내 | 동림동·두암동 가까운 지역 | 몽라운지"
"TITLE_TEMPLATE","206","지역SEO","3","loc kw loc loc 지역 이용정보 brand","massage/검단동-출장마사지-검단구-생활권-이동동선-지역정보-이용전-안내/index.html || 검단동 출장마사지 | 당하동·마전동 지역 이용정보 | 몽라운지","massage/대명동-출장마사지-대구-남구-생활권-이동동선-지역정보-이용전-안내/index.html || 대명동 출장마사지 | 봉덕동·이천동 지역 이용정보 | 몽라운지","massage/춘의동-출장마사지-부천시-원미구-생활권-이동동선-지역정보-이용전-안내/index.html || 춘의동 출장마사지 | 원미동·중동 지역 이용정보 | 몽라운지"
"TITLE_TEMPLATE","207","지역SEO","3","x x 지역정보 loc loc loc 생활권 정보 brand","massage/other/jeonju/wansan-gu/전주-완산구-출장마사지-동별-생활권-지역안내/index.html || 전주 완산구 지역정보 | 노송동·동서학동·삼천동 생활권 정보 | 몽라운지","massage/신풍면-출장마사지-공주-생활권-지역정보-이용안내/index.html || 공주 신풍면 지역정보 | 계룡면·반포면·사곡면 생활권 정보 | 몽라운지","massage/화도읍-출장마사지-남양주시-생활권-지역정보-이용안내/index.html || 남양주시 화도읍 지역정보 | 별내면·수동면·오남읍 생활권 정보 | 몽라운지"
"TITLE_TEMPLATE","208","지역SEO","3","x x kw loc loc loc 인접 생활권 brand","massage/other/daejeon/yuseong-gu/대전-유성구-출장마사지-동별-생활권-지역안내/index.html || 대전 유성구 출장마사지 | 관평동·구즉동·노은동 인접 생활권 | 몽라운지","massage/우성면-출장마사지-공주-생활권-지역정보-이용안내/index.html || 공주 우성면 출장마사지 | 계룡면·반포면·사곡면 인접 생활권 | 몽라운지","massage/옥산면-출장마사지-군산-생활권-지역정보-이용안내/index.html || 군산 옥산면 출장마사지 | 개정면·나포면·대야면 인접 생활권 | 몽라운지"
"TITLE_TEMPLATE","209","지역SEO","3","x loc 지역 이용 가이드 loc loc loc 위치 loc 범위 brand","massage/gyeonggi/yongin/cheoin-gu/용인시-처인구-출장마사지-동별-생활권-지역안내/index.html || 용인시 처인구 지역 이용 가이드 | 동부동·삼가동·역북동 위치·이동 범위 | 몽라운지","massage/부발읍-출장마사지-이천시-생활권-지역정보-이용안내/index.html || 이천시 부발읍 지역 이용 가이드 | 대월면·마장면·모가면 위치·이동 범위 | 몽라운지","massage/대곶면-출장마사지-김포시-생활권-지역정보-이용안내/index.html || 김포시 대곶면 지역 이용 가이드 | 고촌읍·양촌읍·월곶면 위치·이동 범위 | 몽라운지"
"TITLE_TEMPLATE","210","업체상세","3","아산 x x 코스별 시간 가격 안내 brand","shops/other/asan/송악면/한국미인테라피/index.html || 아산 송악면 한국미인테라피 | 코스별 시간·가격 안내 | 몽라운지","shops/other/asan/송악면/love테라피/index.html || 아산 송악면 love테라피 | 코스별 시간·가격 안내 | 몽라운지","shops/other/asan/신창면/한국미인테라피/index.html || 아산 신창면 한국미인테라피 | 코스별 시간·가격 안내 | 몽라운지"
"TITLE_TEMPLATE","211","업체상세","3","x 천안 x 안내 전화 문자 가격 정보 brand","shops/other/cheonan/dongnam-gu/봉명동/love테라피/index.html || love테라피 천안 봉명동 안내 | 전화·문자·가격 정보 | 몽라운지","shops/other/cheonan/dongnam-gu/수신면/love테라피/index.html || love테라피 천안 수신면 안내 | 전화·문자·가격 정보 | 몽라운지","shops/other/cheonan/dongnam-gu/청룡동/love테라피/index.html || love테라피 천안 청룡동 안내 | 전화·문자·가격 정보 | 몽라운지"
